344,Apostle\, The (1997),1997-12-18,\N,http://us.imdb.com/M/title-exact?imdb-title-118632,30529
1191,Letter From Death Row\, A (1998),1998-02-01,\N,http://us.imdb.com/M/title-exact?Letter+From+Death+Row%2C+A+(1998),290374
1190,That Old Feeling (1997),1997-04-04,\N,http://us.imdb.com/M/title-exact?That%20Old%20Feeling%20(1997),506056
1193,Before the Rain (Pred dozhdot) (1994),1994-01-01,\N,http://us.imdb.com/M/title-exact?Pred%20dozhdot%20(1994),405324
1192,Boys of St. Vincent\, The (1993),1993-01-01,\N,http://us.imdb.com/M/title-exact?Boys%20of%20St.%20Vincent\,%20The%20(1993),1357459
1195,Strawberry and Chocolate (Fresa y chocolate) (1993),1993-01-01,\N,http://us.imdb.com/M/title-exact?Fresa%20y%20chocolate%20(1993),486807
1194,Once Were Warriors (1994),1994-01-01,\N,http://us.imdb.com/M/title-exact?Once%20Were%20Warriors%20(1994),371071
1197,Family Thing\, A (1996),1996-03-23,\N,http://us.imdb.com/M/title-exact?Family%20Thing\,%20A%20(1996),167207
1196,Savage Nights (Nuits fauves\, Les) (1992),1992-01-01,\N,http://us.imdb.com/M/title-exact?Nuits%20fauves\,%20Les%20(1992),444228
1177,Dunston Checks In (1996),1996-01-01,\N,http://us.imdb.com/M/title-exact?Dunston%20Checks%20In%20(1996),146668
1176,Welcome To Sarajevo (1997),1997-01-01,\N,http://us.imdb.com/M/title-exact?Welcome+To+Sarajevo+(1997),1356970
1175,Hugo Pool (1997),1997-01-01,\N,http://us.imdb.com/M/title-exact?Hugo+Pool+(1997),234664
1174,Caught (1996),1996-09-27,\N,http://us.imdb.com/M/title-exact?Caught%20(1996),88376
1173,Bliss (1997),1997-06-06,\N,http://us.imdb.com/M/title-exact?Bliss%20(1997),64171
1172,Women\, The (1939),1939-01-01,\N,http://us.imdb.com/M/title-exact?Women\,%20The%20(1939),565462
1171,Wild Reeds (1994),1994-01-01,\N,http://us.imdb.com/M/title-exact?Roseaux%20sauvages%2C%20Les%20%281994%29,433681
1170,Spanking the Monkey (1994),1994-01-01,\N,http://us.imdb.com/M/title-exact?Spanking%20the%20Monkey%20(1994),477222
1179,Man of the House (1995),1995-01-01,\N,http://us.imdb.com/M/title-exact?Man%20of%20the%20House%20(1995),313071
1178,Major Payne (1994),1994-01-01,\N,http://us.imdb.com/M/title-exact?Major%20Payne%20(1994),309951
511,Lawrence of Arabia (1962),1962-01-01,\N,http://us.imdb.com/M/title-exact?Lawrence%20of%20Arabia%20(1962),287014
510,Magnificent Seven\, The (1954),1954-01-01,\N,http://us.imdb.com/M/title-exact?Shichinin%20no%20samurai%20(1954),1006433
513,Third Man\, The (1949),1949-01-01,\N,http://us.imdb.com/M/title-exact?Third%20Man\,%20The%20(1949),507634
1285,Princess Caraboo (1994),1994-01-01,\N,http://us.imdb.com/M/title-exact?Princess%20Caraboo%20(1994),406015
1284,Before and After (1996),1996-02-23,\N,http://us.imdb.com/M/title-exact?Before%20and%20After%20(1996),51461
1287,Ed (1996),1996-03-08,\N,http://us.imdb.com/M/title-exact?Ed%20(1996),149850
512,Wings of Desire (1987),1987-01-01,\N,http://us.imdb.com/Title?Himmel+%FCber+Berlin\,+Der+(1987),224157
1281,Manny & Lo (1996),1996-07-26,\N,http://us.imdb.com/M/title-exact?Manny%20&%20Lo%20(1996),314883
1280,Gang Related (1997),1997-01-01,\N,http://us.imdb.com/M/title-exact?Gang+Related+(1997),190728
1283,Out to Sea (1997),1997-07-04,\N,http://us.imdb.com/M/title-exact?Out+to+Sea+(1997),377534
1282,Grass Harp\, The (1995),1996-10-11,\N,http://us.imdb.com/M/title-exact?Grass%20Harp\,%20The%20(1995),205361
1003,That Darn Cat! (1997),1997-02-14,\N,http://us.imdb.com/M/title-exact?That%20Darn%20Cat%20(1997),505955
879,Peacemaker\, The (1997),1997-01-01,\N,http://us.imdb.com/M/title-exact?Peacemaker%2C+The+(1997),386957
1289,Jack and Sarah (1995),1996-03-22,\N,http://us.imdb.com/M/title-exact?Jack%20and%20Sarah%20(1995),1358021
1288,Denise Calls Up (1995),1996-03-29,\N,http://us.imdb.com/M/title-exact?Denise%20Calls%20Up%20(1995),128137
514,Annie Hall (1977),1977-01-01,\N,http://us.imdb.com/M/title-exact?Annie%20Hall%20(1977),28607
1579,Baton Rouge (1988),1988-01-01,\N,http://us.imdb.com/Title?B%E2ton+rouge+(1988),120707
1578,Collectionneuse\, La (1967),1967-01-01,\N,http://us.imdb.com/M/title-exact?Collectionneuse\,%20La%20(1967),103525
689,Jackal\, The (1997),1997-01-01,\N,http://us.imdb.com/M/title-exact?Jackal%2C+The+(1997),254076
688,Leave It to Beaver (1997),1997-08-22,\N,http://us.imdb.com/M/title-exact?Leave+It+To+Beaver+(1997),287620
685,Executive Decision (1996),1996-03-09,\N,http://us.imdb.com/M/title-exact?Executive%20Decision%20(1996),162978
684,In the Line of Fire (1993),1993-01-01,\N,http://us.imdb.com/M/title-exact?In%20the%20Line%20of%20Fire%20(1993),244316
687,McHale's Navy (1997),1997-04-18,\N,http://us.imdb.com/M/title-exact?McHale's%20Navy%20(1997),321407
686,Perfect World\, A (1993),1993-01-01,\N,http://us.imdb.com/M/title-exact?Perfect%20World\,%20A%20(1993),389336
681,Wishmaster (1997),1997-01-01,\N,http://us.imdb.com/M/title-exact?Wishmaster+(1997),563648
680,Kull the Conqueror (1997),1997-08-29,\N,http://us.imdb.com/M/title-exact?Kull+the+Conqueror+(1997),279766
683,Rocket Man (1997),1997-01-01,\N,http://us.imdb.com/M/title-exact?Rocket+Man+(1997),1361024
682,I Know What You Did Last Summer (1997),1997-10-17,\N,http://us.imdb.com/M/title-exact?I+Know+What+You+Did+Last+Summer+(1997),952416
458,Nixon (1995),1995-01-01,\N,http://us.imdb.com/M/title-exact?Nixon%20(1995),358798
1349,Mille bolle blu (1993),1993-01-01,\N,http://us.imdb.com/M/title-exact?Mille%20bolle%20blu%20(1993),329210
621,Davy Crockett\, King of the Wild Frontier (1955),1955-01-01,\N,http://us.imdb.com/M/title-exact?Davy%20Crockett%2C%20King%20of%20the%20Wild%20Frontier%20%281955%29,123055
873,Picture Perfect (1997),1997-08-01,\N,http://us.imdb.com/M/title-exact?Picture+Perfect+(1997),392861
1224,Scout\, The (1994),1994-01-01,\N,http://us.imdb.com/M/title-exact?Scout\,%20The%20(1994),447653
1223,King of the Hill (1993),1993-01-01,\N,http://us.imdb.com/M/title-exact?King%20of%20the%20Hill%20(1993),273617
1222,Judgment Night (1993),1993-01-01,\N,http://us.imdb.com/M/title-exact?Judgment%20Night%20(1993),262284
1221,When a Man Loves a Woman (1994),1994-01-01,\N,http://us.imdb.com/M/title-exact?When%20a%20Man%20Loves%20a%20Woman%20(1994),557233
1220,Higher Learning (1995),1995-01-01,\N,http://us.imdb.com/M/title-exact?Higher%20Learning%20(1995),223469
407,Spy Hard (1996),1996-05-24,\N,http://us.imdb.com/M/title-exact?Spy%20Hard%20(1996),480150
406,Thinner (1996),1996-10-25,\N,http://us.imdb.com/M/title-exact?Thinner%20(1996),507561
405,Mission: Impossible (1996),1996-05-22,\N,http://us.imdb.com/M/title-exact?Mission:%20Impossible%20(1996),332118
404,Pinocchio (1940),1940-01-01,\N,http://us.imdb.com/M/title-exact?Pinocchio%20(1940),394362
403,Batman (1989),1989-01-01,\N,http://us.imdb.com/M/title-exact?Batman%20(1989),49378
402,Ghost (1990),1990-01-01,\N,http://us.imdb.com/M/title-exact?Ghost%20(1990),195904
401,Brady Bunch Movie\, The (1995),1995-01-01,\N,http://us.imdb.com/M/title-exact?Brady%20Bunch%20Movie\,%20The%20(1995),71523
400,Little Rascals\, The (1994),1994-01-01,\N,http://us.imdb.com/M/title-exact?Little%20Rascals\,%20The%20(1994),296055
1379,Love and Other Catastrophes (1996),1997-03-28,\N,http://us.imdb.com/M/title-exact?Love%20and%20Other%20Catastrophes%20%281996%29,301182
1378,Rhyme & Reason (1997),1997-03-05,\N,http://us.imdb.com/M/title-exact?Rhyme%20%26%20Reason%20(1997),426788
452,Jaws 2 (1978),1978-01-01,\N,http://us.imdb.com/M/title-exact?Jaws%202%20(1978),256142
409,Jack (1996),1996-08-07,\N,http://us.imdb.com/M/title-exact?Jack%20(1996),253693
408,Close Shave\, A (1995),1996-04-28,\N,http://us.imdb.com/M/title-exact?Close%20Shave\,%20A%20(1995),1357566
453,Jaws 3-D (1983),1983-01-01,\N,http://us.imdb.com/M/title-exact?Jaws%203-D%20(1983),256144
454,Bastard Out of Carolina (1996),1996-12-15,\N,http://us.imdb.com/M/title-exact?Bastard%20Out%20of%20Carolina%20(1996),48450
455,Jackie Chan's First Strike (1996),1997-01-10,\N,http://us.imdb.com/M/title-exact?Police%20Story%204:%20First%20Strike%20(1996),197015
1346,Dingo (1992),1992-01-01,\N,http://us.imdb.com/M/title-exact?Dingo%20(1992),134188
457,Free Willy 3: The Rescue (1997),1997-08-08,\N,http://us.imdb.com/M/title-exact?Free+Willy+3%3A+The+Rescue+(1997),184207
379,Tales From the Crypt Presents: Demon Knight (1995),1995-01-01,\N,http://us.imdb.com/M/title-exact?Tales%20From%20the%20Crypt%20Presents:%20Demon%20Knight%20(1995),1361215
378,Miracle on 34th Street (1994),1994-01-01,\N,http://us.imdb.com/M/title-exact?Miracle%20on%2034th%20Street%20(1994),330660
371,Bridges of Madison County\, The (1995),1996-02-09,\N,http://us.imdb.com/M/title-exact?Bridges%20of%20Madison%20County\,%20The%20(1995),73188
370,Mary Reilly (1996),1996-02-23,\N,http://us.imdb.com/M/title-exact?Mary%20Reilly%20(1996),318384
373,Judge Dredd (1995),1995-01-01,\N,http://us.imdb.com/M/title-exact?Judge%20Dredd%20(1995),262201
372,Jeffrey (1995),1995-01-01,\N,http://us.imdb.com/M/title-exact?Jeffrey%20(1995),257041
375,Showgirls (1995),1995-01-01,\N,http://us.imdb.com/M/title-exact?Showgirls%20(1995),461675
374,Mighty Morphin Power Rangers: The Movie (1995),1995-01-01,\N,http://us.imdb.com/M/title-exact?Mighty%20Morphin%20Power%20Rangers:%20The%20Movie%20(1995),328248
377,Heavyweights (1994),1994-01-01,\N,http://us.imdb.com/M/title-exact?Heavyweights%20(1994),1355558
376,Houseguest (1994),1994-01-01,\N,http://us.imdb.com/M/title-exact?Houseguest%20(1994),1360393
393,Mrs. Doubtfire (1993),1993-01-01,\N,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),340475
392,Man Without a Face\, The (1993),1993-01-01,\N,http://us.imdb.com/M/title-exact?Man%20Without%20a%20Face\,%20The%20(1993),313588
391,Last Action Hero (1993),1993-01-01,\N,http://us.imdb.com/M/title-exact?Last%20Action%20Hero%20(1993),284754
390,Fear of a Black Hat (1993),1993-01-01,\N,http://us.imdb.com/M/title-exact?Fear%20of%20a%20Black%20Hat%20(1993),169988
397,Striking Distance (1993),1993-01-01,\N,http://us.imdb.com/M/title-exact?Striking%20Distance%20(1993),487513
396,Serial Mom (1994),1994-01-01,\N,http://us.imdb.com/M/title-exact?Serial%20Mom%20(1994),453379
395,Robin Hood: Men in Tights (1993),1993-01-01,\N,http://us.imdb.com/M/title-exact?Robin%20Hood:%20Men%20in%20Tights%20(1993),430333
394,Radioland Murders (1994),1994-01-01,\N,http://us.imdb.com/M/title-exact?Radioland%20Murders%20(1994),416198
399,Three Musketeers\, The (1993),1993-01-01,\N,http://us.imdb.com/M/title-exact?Three%20Musketeers\,%20The%20(1993),509082
398,Super Mario Bros. (1993),1993-01-01,\N,http://us.imdb.com/M/title-exact?Super%20Mario%20Bros.%20(1993),491383
895,Scream 2 (1997),1997-01-01,\N,http://us.imdb.com/M/title-exact?imdb-title-120082,447794
245,Devil's Own\, The (1997),1997-03-26,\N,http://us.imdb.com/M/title-exact?Devil%27s%20Own%2C%20The%20(1997),131423
244,Smilla's Sense of Snow (1997),1997-03-14,\N,http://us.imdb.com/M/title-exact?Smilla%27s%20Sense%20of%20Snow%20(1997),469984
247,Turbo: A Power Rangers Movie (1997),1997-03-28,\N,http://us.imdb.com/M/title-exact?Turbo%3A%20A%20Power%20Rangers%20Movie%20%281997%29,525096
246,Chasing Amy (1997),1997-01-01,\N,http://us.imdb.com/M/title-exact?Chasing+Amy+(1997),92410
241,Last of the Mohicans\, The (1992),1992-01-01,\N,http://us.imdb.com/M/title-exact?Last%20of%20the%20Mohicans\,%20The%20(1992),285501
240,Beavis and Butt-head Do America (1996),1996-12-20,\N,http://us.imdb.com/M/title-exact?Beavis%20and%20Butt-head%20Do%20America%20(1996),1354836
243,Jungle2Jungle (1997),1997-03-07,\N,http://us.imdb.com/M/title-exact?Jungle2Jungle%20(1997),1355763
242,Kolya (1996),1997-01-24,\N,http://us.imdb.com/M/title-exact?Kolya%20(1996),276893
249,Austin Powers: International Man of Mystery (1997),1997-05-02,\N,http://us.imdb.com/M/title-exact?Austin%20Powers%3A%20International%20Man%20of%20Mystery%20%281997%29,38955
248,Grosse Pointe Blank (1997),1997-04-11,\N,http://us.imdb.com/M/title-exact?Grosse%20Pointe%20Blank%20%281997%29,207495
179,Clockwork Orange\, A (1971),1971-01-01,\N,http://us.imdb.com/M/title-exact?Clockwork%20Orange\,%20A%20(1971),101304
178,12 Angry Men (1957),1957-01-01,\N,http://us.imdb.com/M/title-exact?12%20Angry%20Men%20(1957),1921
177,Good\, The Bad and The Ugly\, The (1966),1966-01-01,\N,http://us.imdb.com/M/title-exact?Buono\,%20il%20brutto\,%20il%20cattivo\,%20Il%20(1966),77377
176,Aliens (1986),1986-01-01,\N,http://us.imdb.com/M/title-exact?Aliens%20(1986),18015
175,Brazil (1985),1985-01-01,\N,http://us.imdb.com/M/title-exact?Brazil%20(1985),72146
174,Raiders of the Lost Ark (1981),1981-01-01,\N,http://us.imdb.com/M/title-exact?Raiders%20of%20the%20Lost%20Ark%20(1981),416750
173,Princess Bride\, The (1987),1987-01-01,\N,http://us.imdb.com/M/title-exact?Princess%20Bride\,%20The%20(1987),406013
172,Empire Strikes Back\, The (1980),1980-01-01,\N,http://us.imdb.com/M/title-exact?Empire%20Strikes%20Back\,%20The%20(1980),1357757
171,Delicatessen (1991),1991-01-01,\N,http://us.imdb.com/M/title-exact?Delicatessen%20(1991),127357
170,Cinema Paradiso (1988),1988-01-01,\N,http://us.imdb.com/M/title-exact?Nuovo%20cinema%20Paradiso%20(1988),364237
1502,Naked in New York (1994),1994-01-01,\N,http://us.imdb.com/Title?Naked+in+New+York+(1994),1356108
1503,Gold Diggers: The Secret of Bear Mountain (1995),1995-01-01,\N,http://us.imdb.com/M/title-exact?Gold%20Diggers:%20The%20Secret%20of%20Bear%20Mountain%20(1995),201382
1500,Santa with Muscles (1996),1996-11-08,\N,http://us.imdb.com/M/title-exact?Santa%20with%20Muscles%20(1996),442585
1501,Prisoner of the Mountains (Kavkazsky Plennik) (1996),1997-01-31,\N,http://us.imdb.com/M/title-exact?Kavkazsky%20Plennik%20(1996),406524
1506,Nelly & Monsieur Arnaud (1995),1996-04-12,\N,http://us.imdb.com/M/title-exact?Nelly%20%26%20Monsieur%20Arnaud%20%281995%29,353388
1507,Three Lives and Only One Death (1996),1996-10-11,\N,http://us.imdb.com/M/title-exact?Trois%20vies%20et%20une%20seule%20mort%20(1996),522554
1367,Faust (1994),1994-01-01,\N,http://us.imdb.com/M/title-exact?Faust%20%281994%29,169661
1504,Bewegte Mann\, Der (1994),1996-07-12,\N,http://us.imdb.com/M/title-exact?Bewegte%20Mann%2C%20Der%20%281994%29,56081
1505,Killer: A Journal of Murder (1995),1996-09-06,\N,http://us.imdb.com/M/title-exact?Killer:%20A%20Journal%20of%20Murder%20(1995),272760
1227,Awfully Big Adventure\, An (1995),1995-01-01,\N,http://us.imdb.com/M/title-exact?Awfully%20Big%20Adventure\,%20An%20(1995),40540
659,Arsenic and Old Lace (1944),1944-01-01,\N,http://us.imdb.com/M/title-exact?Arsenic%20and%20Old%20Lace%20(1944),33370
1226,Night Falls on Manhattan (1997),1997-05-16,\N,http://us.imdb.com/M/title-exact?Night%20Falls%20on%20Manhattan%20(1997),1356131
1618,King of New York (1990),1990-01-01,\N,http://us.imdb.com/Title?King+of+New+York+(1990),273553
1619,All Things Fair (1996),1996-03-08,\N,http://us.imdb.com/Title?Lust+och+f%E4gring+stor+(1995),304764
1616,Desert Winds (1995),1995-01-01,\N,http://us.imdb.com/M/title-exact?Desert%20Winds%20(1995),129355
1617,Hugo Pool (1997),1997-01-01,\N,http://us.imdb.com/M/title-exact?Hugo+Pool+(1997),234664
1614,Reluctant Debutante\, The (1958),1958-01-01,\N,http://us.imdb.com/M/title-exact?Reluctant%20Debutante\,%20The%20(1958),423438
1615,Warriors of Virtue (1997),1997-05-02,\N,http://us.imdb.com/M/title-exact?Warriors%20of%20Virtue%20%281997%29,552145
1612,Leading Man\, The (1996),1998-01-16,\N,http://us.imdb.com/M/title-exact?imdb-title-116845,287334
1613,Tokyo Fist (1995),1998-02-11,\N,http://us.imdb.com/M/title-exact?Tokyo+Fist+(1995),514349
1610,Truth or Consequences\, N.M. (1997),1997-05-02,\N,http://us.imdb.com/Title?Truth+or+Consequences\,+N.M.+(1997),523784
1611,Intimate Relations (1996),1997-05-09,\N,http://us.imdb.com/M/title-exact?Intimate%20Relations%20%281996%29,249096
1142,When We Were Kings (1996),1997-02-14,\N,http://us.imdb.com/M/title-exact?When%20We%20Were%20Kings%20(1996),558128
1143,Hard Eight (1996),1997-02-28,\N,http://us.imdb.com/Title?Hard+Eight+(1996),1360348
1140,Road to Wellville\, The (1994),1994-01-01,\N,http://us.imdb.com/M/title-exact?Road%20to%20Wellville\,%20The%20(1994),429862
1141,War Room\, The (1993),1993-01-01,\N,http://us.imdb.com/M/title-exact?War%20Room\,%20The%20(1993),551761
1146,Calendar Girl (1993),1993-01-01,\N,http://us.imdb.com/M/title-exact?Calendar%20Girl%20(1993),81193
1147,My Family (1995),1995-01-01,\N,http://us.imdb.com/M/title-exact?My%20Family%20(1995),344438
1144,Quiet Room\, The (1996),1997-05-02,\N,http://us.imdb.com/M/title-exact?Quiet%20Room%2C%20The%20(1996),414938
